,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
392,WR,Brandon Zylstra (19394689),Brandon Zylstra,19394689,WR/FLEX,3200,CAR@DAL 10/03/2021 01:00PM ET,CAR,4.47
393,TE,Blake Jarwin (19395193),Blake Jarwin,19395193,TE/FLEX,3200,CAR@DAL 10/03/2021 01:00PM ET,DAL,4.527
394,WR,Collin Johnson (19394699),Collin Johnson,19394699,WR/FLEX,3200,NYG@NO 10/03/2021 01:00PM ET,NYG,12.12
395,WR,Donovan Peoples-Jones (19394697),Donovan Peoples-Jones,19394697,WR/FLEX,3200,CLE@MIN 10/03/2021 01:00PM ET,CLE,2.61
396,WR,Parris Campbell (19394687),Parris Campbell,19394687,WR/FLEX,3200,IND@MIA 10/03/2021 01:00PM ET,IND,3.4650000000000003
397,DST,Dolphins  (19395532),Dolphins ,19395532,DST,3200,IND@MIA 10/03/2021 01:00PM ET,MIA,5.67
398,WR,Trent Sherfield (19394685),Trent Sherfield,19394685,WR/FLEX,3200,SEA@SF 10/03/2021 04:05PM ET,SF,3.6630000000000003
399,TE,Gerald Everett (19395191),Gerald Everett,19395191,TE/FLEX,3200,SEA@SF 10/03/2021 04:05PM ET,SEA,7.23
400,WR,Ray-Ray McCloud III (19394695),Ray-Ray McCloud III,19394695,WR/FLEX,3200,PIT@GB 10/03/2021 04:25PM ET,PIT,2.3100000000000005
401,WR,Isaiah McKenzie (19394707),Isaiah McKenzie,19394707,WR/FLEX,3100,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.42400000000000004
402,WR,Marquise Goodwin (19394705),Marquise Goodwin,19394705,WR/FLEX,3100,DET@CHI 10/03/2021 01:00PM ET,CHI,3.43
403,TE,Anthony Firkser (19395197),Anthony Firkser,19395197,TE/FLEX,3100,TEN@NYJ 10/03/2021 01:00PM ET,TEN,4.9
404,TE,David Njoku (19395199),David Njoku,19395199,TE/FLEX,3100,CLE@MIN 10/03/2021 01:00PM ET,CLE,4.32
405,WR,Albert Wilson (19394709),Albert Wilson,19394709,WR/FLEX,3100,IND@MIA 10/03/2021 01:00PM ET,MIA,3.0
406,WR,Jakeem Grant (19394711),Jakeem Grant,19394711,WR/FLEX,3100,IND@MIA 10/03/2021 01:00PM ET,MIA,0.0
407,WR,Mohamed Sanu (19394703),Mohamed Sanu,19394703,WR/FLEX,3100,SEA@SF 10/03/2021 04:05PM ET,SF,2.493
408,DST,49ers  (19395533),49ers ,19395533,DST,3100,SEA@SF 10/03/2021 04:05PM ET,SF,5.4
409,TE,Pat Freiermuth (19395195),Pat Freiermuth,19395195,TE/FLEX,3100,PIT@GB 10/03/2021 04:25PM ET,PIT,8.14
410,DST,Steelers  (19395534),Steelers ,19395534,DST,3100,PIT@GB 10/03/2021 04:25PM ET,PIT,6.6000000000000005
411,WR,Chris Conley (19395131),Chris Conley,19395131,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,HOU,2.796
412,WR,Andre Roberts (19395133),Andre Roberts,19395133,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,HOU,1.404
413,WR,Nico Collins (19395135),Nico Collins,19395135,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,HOU,3.54
414,WR,Donte Moncrief (19395137),Donte Moncrief,19395137,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
415,WR,Chris Moore (19395139),Chris Moore,19395139,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
416,WR,Jalen Camp (19395141),Jalen Camp,19395141,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,HOU,0.0
417,WR,Jake Kumerow (19395143),Jake Kumerow,19395143,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
418,WR,Marquez Stevenson (19395145),Marquez Stevenson,19395145,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
419,WR,Duke Williams (19395147),Duke Williams,19395147,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
420,WR,Tanner Gentry (19395149),Tanner Gentry,19395149,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
421,WR,Tre Walker (19395151),Tre Walker,19395151,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
422,WR,Isaiah Hodgins (19395153),Isaiah Hodgins,19395153,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
423,WR,Lance Lenoir (19395155),Lance Lenoir,19395155,WR/FLEX,3000,HOU@BUF 10/03/2021 01:00PM ET,BUF,0.0
424,WR,Breshad Perriman (19394725),Breshad Perriman,19394725,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
425,WR,Trinity Benson (19395091),Trinity Benson,19395091,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,DET,3.047
426,WR,Tom Kennedy (19395093),Tom Kennedy,19395093,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
427,WR,KhaDarel Hodge (19395095),KhaDarel Hodge,19395095,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,DET,1.045
428,WR,Chad Hansen (19395097),Chad Hansen,19395097,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
429,WR,Victor Bolden (19395099),Victor Bolden,19395099,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
430,WR,Sage Surratt (19395101),Sage Surratt,19395101,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
431,WR,Javon McKinley (19395103),Javon McKinley,19395103,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
432,WR,Geronimo Allison (19395105),Geronimo Allison,19395105,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,DET,0.0
433,WR,Damiere Byrd (19395107),Damiere Byrd,19395107,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,1.63
434,WR,Nsimba Webster (19395109),Nsimba Webster,19395109,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
435,WR,Thomas Ives (19395111),Thomas Ives,19395111,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
436,WR,Jon'Vea Johnson (19395113),Jon'Vea Johnson,19395113,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
437,WR,Javon Wims (19395115),Javon Wims,19395115,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
438,WR,Riley Ridley (19395117),Riley Ridley,19395117,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
439,WR,Jester Weah (19395119),Jester Weah,19395119,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
440,WR,Isaiah Coulter (19395121),Isaiah Coulter,19395121,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
441,WR,Justin Hardy (19395123),Justin Hardy,19395123,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
442,WR,Chris Lacy (19395125),Chris Lacy,19395125,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
443,WR,Rodney Adams (19395127),Rodney Adams,19395127,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
444,WR,Dazz Newsome (19395129),Dazz Newsome,19395129,WR/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,0.0
445,TE,Cole Kmet (19395205),Cole Kmet,19395205,TE/FLEX,3000,DET@CHI 10/03/2021 01:00PM ET,CHI,4.1
446,WR,Keelan Cole Sr. (19395057),Keelan Cole Sr.,19395057,WR/FLEX,3000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,2.75
447,WR,Jeff Smith (19395059),Jeff Smith,19395059,WR/FLEX,3000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,2.4970000000000003
448,WR,Denzel Mims (19395061),Denzel Mims,19395061,WR/FLEX,3000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,5.5
449,WR,Vyncint Smith (19395063),Vyncint Smith,19395063,WR/FLEX,3000,TEN@NYJ 10/03/2021 01:00PM ET,NYJ,0.0
